"subject","Acc_avg","RT_avg","cong_Acc_avg","incong_Acc_avg","corr_cong_RT_avg","corr_incong_RT_avg","err_cong_RT_avg","err_incong_RT_avg","num_corr_cong_trials","num_corr_incong_trials","num_err_cong_trials","num_err_incong_trials","PE_Acc_avg","PC_Acc_avg","PE_RT_avg","PC_RT_avg","PE_corr_RT_avg","PC_corr_RT_avg","num_PE_trials","num_PC_trials"
5277,0.656891495601173,418.392961876833,0.70414201183432,0.61046511627907,415.151260504202,445.87619047619,367.58,419,119,105,50,67,0.323076923076923,0.811881188118812,416.892307692308,415.990099009901,411.809523809524,426.585365853659,65,101
5278,0.896551724137931,821.949843260188,0.916167664670659,0.875,800.196078431373,880.007518796992,713.928571428571,670.315789473684,153,133,14,19,NA,0.902439024390244,NA,794.593495934959,NA,810.36036036036,15,123
5282,0.809941520467836,470.856725146199,0.965317919075145,0.650887573964497,454.664670658683,548.336363636364,434,375.983050847458,167,110,6,59,0.888888888888889,0.849056603773585,495,465.915094339623,515.1875,484.011111111111,54,106
5283,0.922330097087379,731.456310679612,0.94375,0.899328859060403,699.456953642384,798.761194029851,590.333333333333,537,151,134,9,15,NA,0.9375,NA,696.75,NA,712.152380952381,12,112
5287,0.964285714285714,628.791666666667,0.994082840236686,0.934131736526946,582.315476190476,689.301282051282,745,469.909090909091,168,156,1,11,NA,0.986754966887417,NA,617.701986754967,NA,619.174496644295,4,151
5291,0.872463768115942,506.460869565217,0.919075144508671,0.825581395348837,495.358490566038,567.87323943662,318.214285714286,362.466666666667,159,142,14,30,0.96551724137931,0.86231884057971,650.827586206897,477.188405797101,663.285714285714,497.941176470588,29,138
5292,0.874617737003058,630.039755351682,0.922619047619048,0.823899371069182,600.922580645161,666.099236641221,457.076923076923,702.821428571429,155,131,13,28,NA,0.89344262295082,NA,569.590163934426,NA,583.091743119266,19,122
5293,0.88855421686747,457.493975903614,0.898809523809524,0.878048780487805,459.53642384106,480.527777777778,387.647058823529,335.6,151,144,17,20,NA,0.864661654135338,NA,441.210526315789,NA,455.808695652174,14,133
5295,0.92463768115942,496.31884057971,0.965116279069767,0.884393063583815,481.463855421687,534.986928104575,408.5,350.15,166,153,6,20,NA,0.938775510204082,NA,492.503401360544,NA,498.268115942029,16,147
5300,0.949206349206349,940.714285714286,0.961783439490446,0.936708860759494,907.529801324503,975.013513513514,834.5,997.9,151,148,6,10,NA,0.954198473282443,NA,927.664122137405,NA,929.344,5,131
5303,0.904624277456647,506.973988439306,0.976744186046512,0.833333333333333,488.410714285714,554.337931034483,375,395.896551724138,168,145,4,29,1,0.91970802919708,637.074074074074,491.832116788321,637.074074074074,502.928571428571,27,137
5306,0.879411764705882,509.867647058824,0.905882352941176,0.852941176470588,500.441558441558,555.255172413793,415.0625,365.36,154,145,16,25,0.833333333333333,0.891304347826087,653.208333333333,495.413043478261,656.4,518.357723577236,24,138
5307,0.868571428571429,432.442857142857,0.937142857142857,0.8,408.664634146341,491.957142857143,326.545454545455,339.085714285714,164,140,11,35,0.941176470588235,0.873134328358209,577.235294117647,411.223880597015,593.9375,425.871794871795,34,134
5311,0.85632183908046,453.925287356322,0.895953757225434,0.817142857142857,445.58064516129,485.755244755245,328.5,422.65625,155,143,18,32,0.84375,0.855072463768116,522.375,447.166666666667,546.444444444444,464.601694915254,32,138
5313,0.848396501457726,682.979591836735,0.882352941176471,0.815028901734104,668.473333333333,713.375886524823,653.5,635.46875,150,141,20,32,0.689655172413793,0.888059701492537,716.310344827586,685.626865671642,759.1,688.672268907563,29,134
5326,0.880466472303207,560.618075801749,0.936781609195402,0.822485207100592,547.822085889571,624.467625899281,394.727272727273,395.133333333333,163,139,11,30,0.966666666666667,0.8828125,692.966666666667,563.109375,709.068965517241,585.87610619469,30,128
5328,0.892857142857143,629.383928571429,0.92814371257485,0.857988165680473,614.664516129032,662.062068965517,507.083333333333,588.166666666667,155,145,12,24,NA,0.942028985507246,NA,626.007246376812,NA,636.346153846154,19,138
5332,0.92330383480826,533.563421828909,0.941860465116279,0.904191616766467,521.549382716049,578.549668874172,326.6,360,162,151,10,16,NA,0.931506849315068,NA,515.479452054794,NA,525.419117647059,15,146
5334,0.896142433234421,555.474777448071,0.929411764705882,0.862275449101796,551.639240506329,585.923611111111,436.75,453.130434782609,158,144,12,23,0.714285714285714,0.926470588235294,538.190476190476,560.691176470588,599.333333333333,567.992063492063,21,136
5340,0.957142857142857,477.657142857143,0.965714285714286,0.948571428571429,437.047337278107,531.289156626506,271,388.777777777778,169,166,6,9,NA,0.962264150943396,NA,485.201257861635,NA,489.686274509804,8,159
5341,0.901162790697674,641.877906976744,0.959302325581395,0.843023255813954,611.09696969697,703.344827586207,639.428571428571,500.518518518519,165,145,7,27,0.92,0.956521739130435,861.76,629.804347826087,844.478260869565,632.060606060606,25,138
5343,0.932475884244373,683.935691318328,0.938271604938272,0.926174496644295,686.914473684211,707.536231884058,592.7,429.636363636364,152,138,10,11,NA,0.942148760330578,NA,681.223140495868,NA,697.552631578947,8,121
5344,0.835260115606936,506.135838150289,0.84393063583815,0.826589595375723,471.568493150685,524.776223776224,512.037037037037,580.2,146,143,27,30,NA,0.940740740740741,643.827586206897,468.444444444444,783.666666666667,472.748031496063,29,135
5346,0.819484240687679,414.074498567335,0.885714285714286,0.752873563218391,413.677419354839,443.152671755725,329.2,366.395348837209,155,131,20,43,0.761904761904762,0.828125,454.02380952381,408.15625,468.28125,421.094339622641,42,128
5352,0.858789625360231,629.71181556196,0.913294797687861,0.804597701149425,634.164556962025,658.75,624.866666666667,491.588235294118,158,140,15,34,0.8125,0.875912408759124,701.6875,608.270072992701,651.038461538462,625.683333333333,32,137
5353,0.873198847262248,443.118155619597,0.923976608187134,0.823863636363636,448.037974683544,472.696551724138,313.923076923077,333.870967741935,158,145,13,31,0.903225806451613,0.854014598540146,517.838709677419,441.722627737226,518.607142857143,465.803418803419,31,137
5354,0.692307692307692,341.795986622074,0.73972602739726,0.647058823529412,349.574074074074,373.20202020202,307.605263157895,292.722222222222,108,99,38,54,0.756756756756757,0.666666666666667,409.027027027027,325.537634408602,429.714285714286,341.967741935484,37,93
5355,0.872159090909091,389.877840909091,0.943181818181818,0.801136363636364,381.192771084337,433.276595744681,277.2,288.428571428571,166,141,10,35,0.882352941176471,0.896296296296296,460.558823529412,381.451851851852,479.333333333333,393.421487603306,34,135
5357,0.738872403560831,359.73293768546,0.785714285714286,0.692307692307692,371.037878787879,384.111111111111,309.444444444444,311,132,117,36,52,0.697674418604651,0.75,336.697674418605,368.044642857143,361.433333333333,391.25,43,112
5360,0.788235294117647,531.658823529412,0.85632183908046,0.716867469879518,533.006711409396,598.798319327731,418.36,417.659574468085,149,119,25,47,0.795454545454545,0.794642857142857,550.159090909091,537.821428571429,591.371428571429,561.078651685393,44,112
5362,0.914454277286136,660.135693215339,0.935672514619883,0.892857142857143,621.50625,720.02,560.454545454545,565.388888888889,160,150,11,18,NA,0.929577464788732,NA,645.922535211268,NA,645.507575757576,13,142
5364,0.62089552238806,534.925373134328,0.702380952380952,0.538922155688623,584.483050847458,547.9,472.52,484.337662337662,118,90,50,77,0.597222222222222,0.703703703703704,503.763888888889,556.851851851852,526.302325581395,593.438596491228,72,81
5366,0.910919540229885,506.514367816092,0.953757225433526,0.868571428571429,489.387878787879,550.875,361.625,386.608695652174,165,152,8,23,1,0.958904109589041,581.045454545455,506.767123287671,581.045454545455,512.542857142857,22,146
5367,0.953488372093023,675.494186046512,0.982558139534884,0.924418604651163,655.763313609467,709.77358490566,582.333333333333,534.230769230769,169,159,3,13,NA,0.959731543624161,NA,645.288590604027,NA,654.517482517483,12,149
5370,0.93,913.933333333333,0.951724137931034,0.909677419354839,892.123188405797,906.985815602837,NA,NA,138,141,7,14,NA,0.983050847457627,NA,887.076271186441,NA,883.25,7,118
5371,0.908571428571429,498.785714285714,0.942857142857143,0.874285714285714,497.915151515152,519.797385620915,395.8,406,165,153,10,22,0.80952380952381,0.939189189189189,561.952380952381,495.182432432432,607.176470588235,502.093525179856,21,148
5373,0.933333333333333,804.96,0.915032679738562,0.952380952380952,801.092857142857,821.65,678.307692307692,783.714285714286,140,140,13,7,NA,0.946902654867257,NA,821.654867256637,NA,821.411214953271,6,113
5374,0.921282798833819,564.30612244898,0.953488372093023,0.888888888888889,561.634146341463,577.269736842105,642,450.947368421053,164,152,8,19,NA,0.937931034482759,NA,546.634482758621,NA,546.588235294118,18,145
5375,0.953757225433526,613.526011560694,0.988505747126437,0.918604651162791,588.767441860465,644.601265822785,682,557.214285714286,172,158,2,14,NA,0.96,NA,628.206666666667,NA,630.083333333333,12,150
5377,0.856687898089172,874.751592356688,0.882716049382716,0.828947368421053,856.104895104895,911.412698412698,892.578947368421,786.615384615385,143,126,19,26,0.666666666666667,0.910714285714286,751.666666666667,916.892857142857,695.714285714286,911.627450980392,21,112
5379,0.874285714285714,507.9,0.943181818181818,0.804597701149425,454.560240963855,578.5,463.5,490.676470588235,166,140,10,34,0.838709677419355,0.843283582089552,544.806451612903,503.380597014925,565,512.938053097345,31,134
5380,0.973684210526316,691.713450292398,0.994152046783626,0.953216374269006,670.164705882353,723.644171779141,473,526.375,170,163,1,8,NA,0.987012987012987,NA,694.214285714286,NA,697.453947368421,7,154
5381,0.786350148367952,526.528189910979,0.789473684210526,0.783132530120482,558.651851851852,584.669230769231,345.722222222222,376.916666666667,135,130,36,36,0.620689655172414,0.80952380952381,479.724137931034,523.793650793651,571.944444444444,555.774509803922,29,126
5383,0.964179104477612,534.15223880597,1,0.928571428571429,495.119760479042,584.25,NA,426.083333333333,167,156,0,12,NA,0.97972972972973,NA,517.567567567568,NA,519.862068965517,11,148
5384,0.930635838150289,495.473988439306,0.971264367816092,0.88953488372093,471.822485207101,539.045751633987,366.4,388.947368421053,169,153,5,19,NA,0.972602739726027,NA,500.294520547945,NA,505.288732394366,16,146
5388,0.868194842406877,561.091690544413,0.919540229885057,0.817142857142857,535.56875,629.034965034965,429.428571428571,442.6875,160,143,14,32,0.8,0.913669064748201,568.3,567.568345323741,598.791666666667,579.196850393701,30,139
5389,0.794952681388013,573.416403785489,0.817610062893082,0.772151898734177,585.961538461538,613.377049180328,477.793103448276,469.722222222222,130,122,29,36,0.666666666666667,0.833333333333333,490.766666666667,542.398148148148,534.3,558.011111111111,30,108
5390,0.882857142857143,497.56,0.925714285714286,0.84,497.487654320988,526.578231292517,416.692307692308,383.178571428571,162,147,13,28,0.857142857142857,0.838028169014085,511.214285714286,485.697183098592,533.416666666667,503.90756302521,28,142
5393,0.865131578947368,791.950657894737,0.898089171974522,0.829931972789116,800.780141843972,837.860655737705,617.4375,629.8,141,122,16,25,NA,0.872727272727273,NA,791.272727272727,NA,812.135416666667,18,110
5394,0.833810888252149,365.180515759312,0.873563218390805,0.794285714285714,379.394736842105,384.661870503597,284.409090909091,279.305555555556,152,139,22,36,0.944444444444444,0.850746268656716,424.138888888889,350.791044776119,434.323529411765,364.087719298246,36,134
5395,0.912280701754386,522.938596491228,0.912790697674419,0.911764705882353,520.350318471338,529.909677419355,472.266666666667,528.666666666667,157,155,15,15,NA,0.946666666666667,NA,506.42,NA,512.669014084507,13,150
5396,0.86031746031746,748.488888888889,0.867924528301887,0.852564102564103,723.869565217391,787.87969924812,734.095238095238,681.565217391304,138,133,21,23,NA,0.889830508474576,NA,748.406779661017,NA,746.666666666667,16,118
5401,0.791095890410959,711.708904109589,0.828947368421053,0.75,671.666666666667,820.333333333333,629.538461538462,591.028571428571,126,105,26,35,0.8,0.808988764044944,691.65,692.76404494382,675.375,712.805555555556,20,89
5402,0.837837837837838,771.040540540541,0.846153846153846,0.830065359477124,726.752066115703,767.015748031496,916,874.153846153846,121,127,22,26,0.428571428571429,0.911504424778761,958.52380952381,728.938053097345,907,714.815533980582,21,113
5412,0.804597701149425,394.066091954023,0.84,0.76878612716763,404.775510204082,417.864661654135,301.928571428571,340.075,147,133,28,40,0.783783783783784,0.875968992248062,393.513513513513,380.519379844961,415.48275862069,394.424778761062,37,129
5413,0.832844574780059,408.906158357771,0.928994082840237,0.738372093023256,384.388535031847,470,373.666666666667,331.422222222222,157,127,12,45,0.731707317073171,0.89344262295082,405.780487804878,417.868852459016,425.8,429.293577981651,41,122
5414,0.881987577639752,615.363354037267,0.865030674846626,0.89937106918239,622.964539007092,627.699300699301,500.181818181818,596.5,141,143,22,16,NA,0.945736434108527,NA,641.860465116279,NA,648.795081967213,14,129
5419,0.837209302325581,708.933139534884,0.936046511627907,0.738372093023256,698.291925465839,749.614173228346,664.272727272727,643.111111111111,161,127,11,45,0.871794871794872,0.836065573770492,786.871794871795,687.827868852459,774.294117647059,704.480392156863,39,122
5428,0.794642857142857,458.800595238095,0.794117647058823,0.795180722891566,495.42962962963,467.924242424242,406.542857142857,331.735294117647,135,132,35,34,0.777777777777778,0.823076923076923,516.962962962963,452,562.380952380952,476.934579439252,27,130
5438,0.632947976878613,493.014450867052,NA,0.627906976744186,479.054054054054,491.009259259259,506.714285714286,507.125,111,108,63,64,NA,0.914285714285714,506.316666666667,465.942857142857,606.727272727273,465.25,60,105
5440,0.93452380952381,651.21130952381,0.970238095238095,0.898809523809524,593.337423312883,707.668874172185,598.2,720.235294117647,163,151,5,17,NA,0.936170212765957,NA,632.517730496454,NA,632.962121212121,14,141
5443,0.935860058309038,538.393586005831,0.936781609195402,0.93491124260355,521.521472392638,571.987341772152,383.909090909091,460.363636363636,163,158,11,11,NA,0.947019867549669,NA,534.973509933775,NA,542.496503496503,10,151
5444,0.880813953488372,446.613372093023,0.977011494252874,0.782352941176471,428.623529411765,491.706766917293,331.5,379.621621621622,170,133,4,37,0.882352941176471,0.921259842519685,493.970588235294,443.913385826772,507.266666666667,448.273504273504,34,127
5447,0.888157894736842,800.207236842105,0.886075949367089,0.89041095890411,789.885714285714,872.476923076923,534.555555555556,602.1875,140,130,18,16,NA,0.922413793103448,NA,797.301724137931,NA,817.383177570093,9,116
5455,0.913312693498452,690.417956656347,0.919254658385093,0.907407407407407,669.905405405405,725.251700680272,567.076923076923,658.333333333333,148,147,13,15,NA,0.97037037037037,NA,678.762962962963,NA,681.198473282443,13,135
5457,0.786549707602339,462.722222222222,0.817647058823529,0.755813953488372,461.10071942446,545.784615384615,296.193548387097,333.904761904762,139,130,31,42,0.923076923076923,0.738095238095238,554.846153846154,418.007936507937,576,454.591397849462,39,126
5459,0.878504672897196,582.644859813084,0.919254658385093,0.8375,580.695945945946,614.268656716418,545.769230769231,449.192307692308,148,134,13,26,0.8,0.896,652.05,575.32,624.1875,592.348214285714,20,125
5460,0.812138728323699,403.687861271676,0.936416184971098,0.687861271676301,400.635802469136,441.310924369748,265.272727272727,358.12962962963,162,119,11,54,0.854166666666667,0.84070796460177,411.770833333333,400.12389380531,434.439024390244,414.010526315789,48,113
5464,0.886039886039886,410.632478632479,0.971428571428571,0.801136363636364,373.329411764706,473.560283687943,344,347.828571428571,170,141,5,35,0.882352941176471,0.940740740740741,537.823529411765,396.088888888889,542.366666666667,400.543307086614,34,135
5465,0.881987577639752,824.304347826087,0.945454545454545,0.815286624203822,787.955128205128,869.1640625,786.555555555556,833.551724137931,156,128,9,29,0.727272727272727,0.931034482758621,953.454545454545,818.98275862069,937.8125,824.092592592593,22,116
5477,0.862464183381089,384.309455587393,0.971428571428571,0.752873563218391,365.505882352941,428.839694656489,320.4,330.418604651163,170,131,5,43,0.906976744186046,0.872,479.325581395349,373.624,487.538461538462,384.128440366972,43,125
5479,0.782874617737003,567.207951070336,0.857142857142857,0.710843373493976,578.5,609.618644067797,444.434782608696,489.3125,138,118,23,48,0.769230769230769,0.776785714285714,641.769230769231,555.178571428571,664.6,580.344827586207,39,112
5481,0.857142857142857,397.105714285714,0.931034482758621,0.784090909090909,385.734567901235,432.311594202899,370.666666666667,326.078947368421,162,138,12,38,0.888888888888889,0.886363636363636,418.222222222222,402.022727272727,426.9375,411.923076923077,36,132
5482,0.765042979942693,368.925501432665,0.902857142857143,0.626436781609195,367.120253164557,418.211009174312,291.294117647059,310.969230769231,158,109,17,65,0.777777777777778,0.884615384615385,411.269841269841,381.75,434.142857142857,391.70652173913,63,104
5505,0.882521489971347,410.484240687679,0.931034482758621,0.834285714285714,392.493827160494,442.808219178082,335.75,379.172413793103,162,146,12,29,0.892857142857143,0.892086330935252,525.464285714286,409.920863309353,503.4,418.620967741935,28,139
5404,0.698275862068966,426.264367816092,0.737142857142857,0.658959537572254,394.395348837209,454.473684210526,432.95652173913,436.220338983051,129,114,46,59,0.418181818181818,0.890909090909091,439.509090909091,415.709090909091,434,415.316326530612,55,110
5405,0.818443804034582,474.780979827089,0.84393063583815,0.793103448275862,471.643835616438,518.086956521739,419.481481481481,362.972222222222,146,138,27,36,0.885714285714286,0.83969465648855,541.685714285714,467.916030534351,550.258064516129,484.081818181818,35,131
5409,0.857558139534884,531.904069767442,0.882352941176471,0.833333333333333,518.833333333333,590.172413793103,387.7,407.620689655172,150,145,20,29,0.666666666666667,0.863309352517986,625.074074074074,506.446043165468,678.166666666667,529.808333333333,27,139
5418,0.795107033639144,738.180428134557,0.901234567901235,0.690909090909091,725.815068493151,761.263157894737,656.625,747.56862745098,146,114,16,51,0.711111111111111,0.847619047619048,801.466666666667,742.038095238095,858.71875,724.078651685393,45,105
5429,0.712990936555891,552.308157099698,0.833333333333333,0.588957055214724,527.535714285714,659.770833333333,459.285714285714,488.970149253731,140,96,28,67,0.774193548387097,0.764705882352941,625.903225806452,539.047058823529,607.979166666667,565.323076923077,62,85
5432,0.825806451612903,612.11935483871,0.909677419354839,0.741935483870968,579.985815602837,699.817391304348,600.785714285714,477.225,141,115,14,40,0.806451612903226,0.868686868686869,628.645161290323,614.131313131313,694.6,619.627906976744,31,99
5433,0.891304347826087,641.121118012422,0.914110429447853,0.867924528301887,631.013422818792,663.775362318841,511.785714285714,650.190476190476,149,138,14,21,NA,0.890625,NA,652.2578125,NA,653.342105263158,14,128
