"subject","a","ter","p","rd","sda","fitStat","iterNum","whichCondition"
5404,0.0729848958875799,0.301052808556455,0.132050781013975,0.00192412000507965,1.84837218184518,44.5961823288338,106,100
5326,0.112378519138321,0.183690832460478,0.131613338232056,0.00858988398503772,2.57358548673797,62.4277827759987,76,100
5253,0.103154300312586,0.211988107688888,0.130479239162074,0.0113431823720868,2.76329079213603,24.2651601538932,104,100
5405,0.0914009082567111,0.356535663170214,0.246850617029676,0.0351359705548753,2.27879376484768,14.5850184766182,80,100
5388,0.115160468000789,0.255910925617268,0.131315992777477,0.0512047569457309,1.94340522535718,8.44650595139905,129,100
5202,0.142559846098304,0.419158881839662,0.13191425552101,0.000170243870060682,0.587384203166395,4.43086883886665,84,100
5204,0.0672396472814542,0.180172254649319,0.13210797214202,0.00448516923428484,1.1351093448558,1290352.51392778,73,100
5328,0.139525803596624,0.417422918666683,0.134871589760167,0.0176456603174716,2.26693940840427,6.65643500782879,96,100
5389,0.105155894552048,0.206522388514008,0.132830234032411,0.00425465545862309,1.55695973214001,20.7157640611548,95,100
5255,0.130989614968095,0.180122650137243,0.131052860657778,0.000450680078682396,1.32231771954604,22.5717589987967,125,100
5206,0.121712353434837,0.181967897859335,0.20880823632944,0.0192421260969229,2.69329619445293,24.993204146935,71,100
5258,0.149725644658063,0.299645955466152,0.135167331855272,0.00976194525280702,2.18098093885126,11.804883530106,37,100
5409,0.130676413555719,0.215778168982113,0.130174846900397,0.00158814226700609,0.808160008421955,11.0709751582842,128,100
5332,0.137206791026575,0.183977538221553,0.131170386525584,0.0560756745655564,1.46140297002484,25.6980201387548,82,100
5207,0.0656541145510423,0.419396656867898,0.422190893409649,0.0306806745260086,2.91892799331789,0.121588357382272,71,100
5390,0.108423394604577,0.256109567201898,0.192538310109806,0.0309418311974843,2.38950870893728,8.22209283162561,121,100
5260,0.144730696434204,0.287737493571992,0.240251751753644,0.0215525862359133,2.98669264875954,1.14440767719867,89,100
5334,0.136069694649729,0.18003879621233,0.184601828339868,0.00711734990328644,2.85313460648932,70.0678179399174,109,100
5393,0.139699277378742,0.261466782762655,0.132679430375747,0.00459845962614998,1.75372582767597,9.72622907680932,81,100
5263,0.14220853664737,0.252601882147037,0.131078590622846,0.0139766318592324,2.96098934520278,10.2269146747807,100,100
5418,0.15283274078527,0.264125300451613,0.130822355075114,0.00221202322642247,1.56970709124822,32.4202099930975,152,100
5340,0.221662512764335,0.204353372352272,0.312900203457539,0.0213596596803561,2.75552716202289,0.00180234506178854,50,100
5394,0.111693196792415,0.183981960353362,0.187379880753532,0.0575875179457597,0.683594469636073,16.3612825850646,120,100
5208,0.161355004203798,0.396744580185238,0.191559857130987,0.000123317990747285,0.6687958743214,3.75443181341357,151,100
5264,0.138898066002437,0.357290460894305,0.130016489075606,0.000530641246651289,3.06059453242197,4.2644417959811,96,100
5267,0.124934787427211,0.193624068956337,0.150487553106366,0.00600141870486342,1.37945471730762,14.7002753273651,58,100
5395,0.121982771939023,0.284319253277144,0.131280703361879,0.00112719114108819,0.786832365969051,12.0122260006955,143,100
5341,0.162572344199667,0.418857279351245,0.177650677830938,0.0287758373798117,2.91109437207698,10.6055932416011,143,100
5429,0.138903088718511,0.180640505230093,0.130721675545173,0.000194005998956332,0.612393928051012,38.2232921977601,181,100
5396,0.1457912693061,0.329319574651196,0.130368397877203,0.0185689653137196,1.52851020562101,9.89940628795913,69,100
5268,0.149282674380508,0.418462414003872,0.133210551596894,0.0168117498534537,1.87835589005477,9.10146836145492,98,100
5343,0.120990223572678,0.180157270009926,0.130102776323518,0.0189967301464333,3.09006273015245,1.82067396715573,131,100
5212,0.226747088221549,0.181618605961686,0.223578984565964,0.000697236928308948,0.901515593307793,1.28553801410232,120,100
5432,0.132714673380679,0.181840721579229,0.137316586096085,0.0178606226665003,2.6872715505042,84.0077349011221,99,100
5344,0.0921216287772825,0.38300744320662,0.131797630430305,0.00364773448526235,2.17793905118581,33.680303199676,74,100
5346,0.091927559104234,0.242342210729084,0.159309181076581,0.0291692953748036,2.34031407210283,10.2229920635643,44,100
5269,0.154448343487957,0.201354062916046,0.133772026849785,0.0018595104885616,1.27493802967879,12.1158272685506,110,100
5213,0.0898700626281776,0.180026446490612,0.130849177339633,0.046418580579594,3.00044327642509,24.140430426882,93,100
5401,0.185979526010447,0.227652228623544,0.187341499240179,0.000309331241745183,1.33776141612019,11.9599552154998,93,100
5433,0.131007837772808,0.324613100681455,0.177508195529956,0.0136452351278805,2.97547938237525,2.00032610113458,108,100
5270,0.0855314165839646,0.180602239842275,0.130745178961456,0.0079361759221866,2.31052283173682,83.2298423805701,181,100
